,n,pop,detuning,freq,power
114,2,0.0,23140000.0,0.0,-26.0
115,3,0.0,23140000.0,0.0,-26.0
116,0,1.0,21360000.0,5312200000.0,-26.0
117,1,0.0,21360000.0,0.0,-26.0
118,2,0.0,21360000.0,0.0,-26.0
119,3,0.0,21360000.0,0.0,-26.0
120,0,1.0,19580000.0,5312200000.0,-26.0
121,1,0.0,19580000.0,0.0,-26.0
122,2,0.0,19580000.0,0.0,-26.0
123,3,0.0,19580000.0,0.0,-26.0
124,0,1.0,17800000.0,5312200000.0,-26.0
125,1,0.0,17800000.0,0.0,-26.0
126,2,0.0,17800000.0,0.0,-26.0
127,3,0.0,17800000.0,0.0,-26.0
128,0,1.0,16020000.0,5312200000.0,-26.0
129,1,0.0,16020000.0,0.0,-26.0
130,2,0.0,16020000.0,0.0,-26.0
131,3,0.0,16020000.0,0.0,-26.0
132,0,1.0,14240000.0,5312200000.0,-26.0
133,1,0.0,14240000.0,0.0,-26.0
134,2,0.0,14240000.0,0.0,-26.0
135,3,0.0,14240000.0,0.0,-26.0
136,0,1.0,12459999.999999998,5312200000.0,-26.0
137,1,0.0,12459999.999999998,0.0,-26.0
138,2,0.0,12459999.999999998,0.0,-26.0
139,3,0.0,12459999.999999998,0.0,-26.0
140,0,1.0,10680000.0,5312200000.0,-26.0
141,1,0.0,10680000.0,0.0,-26.0
142,2,0.0,10680000.0,0.0,-26.0
143,3,0.0,10680000.0,0.0,-26.0
144,0,1.0,8900000.0,5312200000.0,-26.0
145,1,0.0,8900000.0,0.0,-26.0
146,2,0.0,8900000.0,0.0,-26.0
147,3,0.0,8900000.0,0.0,-26.0
148,0,1.0,7119999.999999998,5312200000.0,-26.0
149,1,0.0,7119999.999999998,0.0,-26.0
150,2,0.0,7119999.999999998,0.0,-26.0
151,3,0.0,7119999.999999998,0.0,-26.0
152,0,1.0,5339999.999999997,5312200000.0,-26.0
153,1,0.0,5339999.999999997,0.0,-26.0
154,2,0.0,5339999.999999997,0.0,-26.0
155,3,0.0,5339999.999999997,0.0,-26.0
156,0,1.0,3559999.9999999963,5312200000.0,-26.0
157,1,0.0,3559999.9999999963,0.0,-26.0
158,2,0.0,3559999.9999999963,0.0,-26.0
159,3,0.0,3559999.9999999963,0.0,-26.0
160,0,1.0,1779999.999999995,5312200000.0,-26.0
161,1,0.0,1779999.999999995,0.0,-26.0
162,2,0.0,1779999.999999995,0.0,-26.0
163,3,0.0,1779999.999999995,0.0,-26.0
164,0,1.0,0.0,5312200000.0,-26.0
165,1,0.0,0.0,0.0,-26.0
166,2,0.0,0.0,0.0,-26.0
167,3,0.0,0.0,0.0,-26.0
168,0,0.9275718867689464,35600000.0,5312400000.0,-25.0
169,1,0.07242811323105355,35600000.0,5320800000.0,-25.0
170,2,0.0,35600000.0,0.0,-25.0
171,3,0.0,35600000.0,0.0,-25.0
172,0,0.9479609244718091,33820000.0,5312400000.0,-25.0
173,1,0.05203907552819092,33820000.0,5321000000.0,-25.0
174,2,0.0,33820000.0,0.0,-25.0
175,3,0.0,33820000.0,0.0,-25.0
176,0,0.9394985736857333,32040000.0,5312400000.0,-25.0
177,1,0.060501426314266714,32040000.0,5320600000.0,-25.0
178,2,0.0,32040000.0,0.0,-25.0
179,3,0.0,32040000.0,0.0,-25.0
180,0,0.9561245083687433,30260000.0,5312400000.0,-25.0
181,1,0.04387549163125674,30260000.0,5320000000.0,-25.0
182,2,0.0,30260000.0,0.0,-25.0
183,3,0.0,30260000.0,0.0,-25.0
184,0,1.0,28480000.000000004,5312400000.0,-25.0
185,1,0.0,28480000.000000004,0.0,-25.0
186,2,0.0,28480000.000000004,0.0,-25.0
187,3,0.0,28480000.000000004,0.0,-25.0
188,0,0.9415856684285643,26700000.0,5312200000.0,-25.0
189,1,0.058414331571435704,26700000.0,5320000000.0,-25.0
190,2,0.0,26700000.0,0.0,-25.0
191,3,0.0,26700000.0,0.0,-25.0
192,0,1.0,24920000.000000004,5312400000.0,-25.0
193,1,0.0,24920000.000000004,0.0,-25.0
194,2,0.0,24920000.000000004,0.0,-25.0
195,3,0.0,24920000.000000004,0.0,-25.0
196,0,1.0,23140000.0,5312200000.0,-25.0
197,1,0.0,23140000.0,0.0,-25.0
198,2,0.0,23140000.0,0.0,-25.0
199,3,0.0,23140000.0,0.0,-25.0
200,0,0.9458850087189674,21360000.0,5312200000.0,-25.0
201,1,0.05411499128103263,21360000.0,5319200000.0,-25.0
202,2,0.0,21360000.0,0.0,-25.0
203,3,0.0,21360000.0,0.0,-25.0
204,0,1.0,19580000.0,5312200000.0,-25.0
205,1,0.0,19580000.0,0.0,-25.0
206,2,0.0,19580000.0,0.0,-25.0
207,3,0.0,19580000.0,0.0,-25.0
208,0,1.0,17800000.0,5312200000.0,-25.0
209,1,0.0,17800000.0,0.0,-25.0
210,2,0.0,17800000.0,0.0,-25.0
211,3,0.0,17800000.0,0.0,-25.0
212,0,1.0,16020000.0,5312200000.0,-25.0
213,1,0.0,16020000.0,0.0,-25.0
214,2,0.0,16020000.0,0.0,-25.0
215,3,0.0,16020000.0,0.0,-25.0
216,0,1.0,14240000.0,5312200000.0,-25.0
217,1,0.0,14240000.0,0.0,-25.0
218,2,0.0,14240000.0,0.0,-25.0
219,3,0.0,14240000.0,0.0,-25.0
220,0,1.0,12459999.999999998,5312200000.0,-25.0
221,1,0.0,12459999.999999998,0.0,-25.0
222,2,0.0,12459999.999999998,0.0,-25.0
223,3,0.0,12459999.999999998,0.0,-25.0
224,0,1.0,10680000.0,5312200000.0,-25.0
225,1,0.0,10680000.0,0.0,-25.0
226,2,0.0,10680000.0,0.0,-25.0
227,3,0.0,10680000.0,0.0,-25.0
228,0,1.0,8900000.0,5312200000.0,-25.0
229,1,0.0,8900000.0,0.0,-25.0
230,2,0.0,8900000.0,0.0,-25.0
231,3,0.0,8900000.0,0.0,-25.0
232,0,1.0,7119999.999999998,5312200000.0,-25.0
233,1,0.0,7119999.999999998,0.0,-25.0
234,2,0.0,7119999.999999998,0.0,-25.0
235,3,0.0,7119999.999999998,0.0,-25.0
236,0,1.0,5339999.999999997,5312200000.0,-25.0
237,1,0.0,5339999.999999997,0.0,-25.0
238,2,0.0,5339999.999999997,0.0,-25.0
239,3,0.0,5339999.999999997,0.0,-25.0
240,0,1.0,3559999.9999999963,5312200000.0,-25.0
241,1,0.0,3559999.9999999963,0.0,-25.0
242,2,0.0,3559999.9999999963,0.0,-25.0
243,3,0.0,3559999.9999999963,0.0,-25.0
244,0,1.0,1779999.999999995,5312200000.0,-25.0
245,1,0.0,1779999.999999995,0.0,-25.0
246,2,0.0,1779999.999999995,0.0,-25.0
247,3,0.0,1779999.999999995,0.0,-25.0
248,0,1.0,0.0,5312200000.0,-25.0
249,1,0.0,0.0,0.0,-25.0
250,2,0.0,0.0,0.0,-25.0
251,3,0.0,0.0,0.0,-25.0
252,0,0.9357553823845798,35600000.0,5312400000.0,-24.0
253,1,0.06424461761542022,35600000.0,5321000000.0,-24.0
254,2,0.0,35600000.0,0.0,-24.0
255,3,0.0,35600000.0,0.0,-24.0
256,0,0.9431898088076806,33820000.0,5312400000.0,-24.0
257,1,0.05681019119231947,33820000.0,5320800000.0,-24.0
258,2,0.0,33820000.0,0.0,-24.0
259,3,0.0,33820000.0,0.0,-24.0
260,0,0.9296678413600524,32040000.0,5312400000.0,-24.0
261,1,0.0703321586399476,32040000.0,5319800000.0,-24.0
262,2,0.0,32040000.0,0.0,-24.0
263,3,0.0,32040000.0,0.0,-24.0
264,0,0.9226279876797903,30260000.0,5312400000.0,-24.0
265,1,0.07737201232020974,30260000.0,5320200000.0,-24.0
266,2,0.0,30260000.0,0.0,-24.0
267,3,0.0,30260000.0,0.0,-24.0
268,0,0.9396608640958752,28480000.000000004,5312400000.0,-24.0
269,1,0.06033913590412467,28480000.000000004,5320000000.0,-24.0
270,2,0.0,28480000.000000004,0.0,-24.0
271,3,0.0,28480000.000000004,0.0,-24.0
272,0,0.9439864683297098,26700000.0,5312200000.0,-24.0
273,1,0.05601353167029033,26700000.0,5319800000.0,-24.0
274,2,0.0,26700000.0,0.0,-24.0
275,3,0.0,26700000.0,0.0,-24.0
276,0,0.942436517338393,24920000.000000004,5312200000.0,-24.0
277,1,0.057563482661607004,24920000.000000004,5318800000.0,-24.0
278,2,0.0,24920000.000000004,0.0,-24.0
279,3,0.0,24920000.000000004,0.0,-24.0
280,0,0.9446637287755667,23140000.0,5312400000.0,-24.0
281,1,0.05533627122443331,23140000.0,5319400000.0,-24.0
282,2,0.0,23140000.0,0.0,-24.0
283,3,0.0,23140000.0,0.0,-24.0
284,0,0.944781065419001,21360000.0,5312200000.0,-24.0
285,1,0.055218934580999066,21360000.0,5318800000.0,-24.0
286,2,0.0,21360000.0,0.0,-24.0
287,3,0.0,21360000.0,0.0,-24.0
288,0,0.9438198614285412,19580000.0,5312200000.0,-24.0
289,1,0.05618013857145872,19580000.0,5319000000.0,-24.0
290,2,0.0,19580000.0,0.0,-24.0
291,3,0.0,19580000.0,0.0,-24.0
292,0,1.0,17800000.0,5312200000.0,-24.0
293,1,0.0,17800000.0,0.0,-24.0
294,2,0.0,17800000.0,0.0,-24.0
295,3,0.0,17800000.0,0.0,-24.0
296,0,1.0,16020000.0,5312200000.0,-24.0
297,1,0.0,16020000.0,0.0,-24.0
298,2,0.0,16020000.0,0.0,-24.0
299,3,0.0,16020000.0,0.0,-24.0
300,0,1.0,14240000.0,5312200000.0,-24.0
301,1,0.0,14240000.0,0.0,-24.0
302,2,0.0,14240000.0,0.0,-24.0
303,3,0.0,14240000.0,0.0,-24.0
304,0,1.0,12459999.999999998,5312200000.0,-24.0
305,1,0.0,12459999.999999998,0.0,-24.0
306,2,0.0,12459999.999999998,0.0,-24.0
307,3,0.0,12459999.999999998,0.0,-24.0
308,0,0.9588478677739288,10680000.0,5312200000.0,-24.0
309,1,0.041152132226071204,10680000.0,5317400000.0,-24.0
310,2,0.0,10680000.0,0.0,-24.0
311,3,0.0,10680000.0,0.0,-24.0
312,0,1.0,8900000.0,5312200000.0,-24.0
313,1,0.0,8900000.0,0.0,-24.0
314,2,0.0,8900000.0,0.0,-24.0
315,3,0.0,8900000.0,0.0,-24.0
316,0,1.0,7119999.999999998,5312200000.0,-24.0
317,1,0.0,7119999.999999998,0.0,-24.0
318,2,0.0,7119999.999999998,0.0,-24.0
319,3,0.0,7119999.999999998,0.0,-24.0
320,0,1.0,5339999.999999997,5312200000.0,-24.0
321,1,0.0,5339999.999999997,0.0,-24.0
322,2,0.0,5339999.999999997,0.0,-24.0
323,3,0.0,5339999.999999997,0.0,-24.0
324,0,1.0,3559999.9999999963,5312200000.0,-24.0
325,1,0.0,3559999.9999999963,0.0,-24.0
326,2,0.0,3559999.9999999963,0.0,-24.0
327,3,0.0,3559999.9999999963,0.0,-24.0
328,0,1.0,1779999.999999995,5312200000.0,-24.0
329,1,0.0,1779999.999999995,0.0,-24.0
330,2,0.0,1779999.999999995,0.0,-24.0
331,3,0.0,1779999.999999995,0.0,-24.0
332,0,1.0,0.0,5312200000.0,-24.0
333,1,0.0,0.0,0.0,-24.0
334,2,0.0,0.0,0.0,-24.0
335,3,0.0,0.0,0.0,-24.0
336,0,0.9060171362677567,35600000.0,5312400000.0,-23.0
337,1,0.09398286373224335,35600000.0,5321200000.0,-23.0
338,2,0.0,35600000.0,0.0,-23.0
339,3,0.0,35600000.0,0.0,-23.0
340,0,0.927189979435394,33820000.0,5312400000.0,-23.0
341,1,0.07281002056460603,33820000.0,5321000000.0,-23.0
342,2,0.0,33820000.0,0.0,-23.0
343,3,0.0,33820000.0,0.0,-23.0
344,0,0.9125449807726478,32040000.0,5312400000.0,-23.0
345,1,0.0874550192273522,32040000.0,5320400000.0,-23.0
346,2,0.0,32040000.0,0.0,-23.0
347,3,0.0,32040000.0,0.0,-23.0
348,0,0.8989404678186402,30260000.0,5312400000.0,-23.0
349,1,0.10105953218135982,30260000.0,5320000000.0,-23.0
350,2,0.0,30260000.0,0.0,-23.0
351,3,0.0,30260000.0,0.0,-23.0
352,0,0.9184912268161772,28480000.000000004,5312400000.0,-23.0
353,1,0.08150877318382288,28480000.000000004,5320000000.0,-23.0
354,2,0.0,28480000.000000004,0.0,-23.0
355,3,0.0,28480000.000000004,0.0,-23.0
356,0,0.9289192409769486,26700000.0,5312400000.0,-23.0
357,1,0.07108075902305146,26700000.0,5319600000.0,-23.0
358,2,0.0,26700000.0,0.0,-23.0
359,3,0.0,26700000.0,0.0,-23.0
360,0,0.9248872934050014,24920000.000000004,5312400000.0,-23.0
361,1,0.07511270659499858,24920000.000000004,5319800000.0,-23.0
362,2,0.0,24920000.000000004,0.0,-23.0
363,3,0.0,24920000.000000004,0.0,-23.0
364,0,0.9486004568542341,23140000.0,5312200000.0,-23.0
365,1,0.05139954314576589,23140000.0,5319400000.0,-23.0
366,2,0.0,23140000.0,0.0,-23.0
367,3,0.0,23140000.0,0.0,-23.0
368,0,0.9507928573699534,21360000.0,5312200000.0,-23.0
369,1,0.049207142630046524,21360000.0,5319200000.0,-23.0
370,2,0.0,21360000.0,0.0,-23.0
371,3,0.0,21360000.0,0.0,-23.0
372,0,0.9339063867886246,19580000.0,5312200000.0,-23.0
373,1,0.06609361321137548,19580000.0,5318600000.0,-23.0
374,2,0.0,19580000.0,0.0,-23.0
375,3,0.0,19580000.0,0.0,-23.0
376,0,0.9401637910931624,17800000.0,5312200000.0,-23.0
377,1,0.059836208906837524,17800000.0,5318600000.0,-23.0
378,2,0.0,17800000.0,0.0,-23.0
379,3,0.0,17800000.0,0.0,-23.0
380,0,1.0,16020000.0,5312200000.0,-23.0
381,1,0.0,16020000.0,0.0,-23.0
382,2,0.0,16020000.0,0.0,-23.0
383,3,0.0,16020000.0,0.0,-23.0
384,0,1.0,14240000.0,5312200000.0,-23.0
385,1,0.0,14240000.0,0.0,-23.0
386,2,0.0,14240000.0,0.0,-23.0
387,3,0.0,14240000.0,0.0,-23.0
388,0,1.0,12459999.999999998,5312200000.0,-23.0
389,1,0.0,12459999.999999998,0.0,-23.0
390,2,0.0,12459999.999999998,0.0,-23.0
391,3,0.0,12459999.999999998,0.0,-23.0
392,0,1.0,10680000.0,5312200000.0,-23.0
393,1,0.0,10680000.0,0.0,-23.0
394,2,0.0,10680000.0,0.0,-23.0
395,3,0.0,10680000.0,0.0,-23.0
396,0,1.0,8900000.0,5312200000.0,-23.0
397,1,0.0,8900000.0,0.0,-23.0
398,2,0.0,8900000.0,0.0,-23.0
399,3,0.0,8900000.0,0.0,-23.0
400,0,1.0,7119999.999999998,5312200000.0,-23.0
401,1,0.0,7119999.999999998,0.0,-23.0
402,2,0.0,7119999.999999998,0.0,-23.0
403,3,0.0,7119999.999999998,0.0,-23.0
404,0,1.0,5339999.999999997,5312200000.0,-23.0
405,1,0.0,5339999.999999997,0.0,-23.0
406,2,0.0,5339999.999999997,0.0,-23.0
407,3,0.0,5339999.999999997,0.0,-23.0
408,0,1.0,3559999.9999999963,5312200000.0,-23.0
409,1,0.0,3559999.9999999963,0.0,-23.0
410,2,0.0,3559999.9999999963,0.0,-23.0
411,3,0.0,3559999.9999999963,0.0,-23.0
412,0,1.0,1779999.999999995,5312200000.0,-23.0
413,1,0.0,1779999.999999995,0.0,-23.0
414,2,0.0,1779999.999999995,0.0,-23.0
415,3,0.0,1779999.999999995,0.0,-23.0
416,0,1.0,0.0,5312200000.0,-23.0
417,1,0.0,0.0,0.0,-23.0
418,2,0.0,0.0,0.0,-23.0
419,3,0.0,0.0,0.0,-23.0
420,0,0.8901186903871343,35600000.0,5312400000.0,-22.0
421,1,0.10988130961286574,35600000.0,5321000000.0,-22.0
422,2,0.0,35600000.0,0.0,-22.0
423,3,0.0,35600000.0,0.0,-22.0
424,0,0.8965680923854237,33820000.0,5312400000.0,-22.0
425,1,0.10343190761457635,33820000.0,5320400000.0,-22.0
426,2,0.0,33820000.0,0.0,-22.0
427,3,0.0,33820000.0,0.0,-22.0
428,0,0.8894498893518201,32040000.0,5312400000.0,-22.0
429,1,0.11055011064817984,32040000.0,5320000000.0,-22.0
430,2,0.0,32040000.0,0.0,-22.0
431,3,0.0,32040000.0,0.0,-22.0
432,0,0.9041222872986662,30260000.0,5312400000.0,-22.0
433,1,0.0958777127013339,30260000.0,5320200000.0,-22.0
434,2,0.0,30260000.0,0.0,-22.0
435,3,0.0,30260000.0,0.0,-22.0
436,0,0.8916377594730828,28480000.000000004,5312400000.0,-22.0
437,1,0.10836224052691723,28480000.000000004,5320000000.0,-22.0
438,2,0.0,28480000.000000004,0.0,-22.0
439,3,0.0,28480000.000000004,0.0,-22.0
440,0,0.9009212829897516,26700000.0,5312400000.0,-22.0
441,1,0.09907871701024833,26700000.0,5319600000.0,-22.0
442,2,0.0,26700000.0,0.0,-22.0
443,3,0.0,26700000.0,0.0,-22.0
444,0,0.907409410482229,24920000.000000004,5312400000.0,-22.0
445,1,0.09259058951777094,24920000.000000004,5319600000.0,-22.0
446,2,0.0,24920000.000000004,0.0,-22.0
447,3,0.0,24920000.000000004,0.0,-22.0
448,0,0.9211661509051874,23140000.0,5312200000.0,-22.0
449,1,0.07883384909481261,23140000.0,5319200000.0,-22.0
450,2,0.0,23140000.0,0.0,-22.0
451,3,0.0,23140000.0,0.0,-22.0
452,0,0.9212608873035119,21360000.0,5312200000.0,-22.0
453,1,0.0787391126964882,21360000.0,5319000000.0,-22.0
454,2,0.0,21360000.0,0.0,-22.0
455,3,0.0,21360000.0,0.0,-22.0
456,0,0.9177420499329838,19580000.0,5312200000.0,-22.0
457,1,0.08225795006701617,19580000.0,5319200000.0,-22.0
458,2,0.0,19580000.0,0.0,-22.0
459,3,0.0,19580000.0,0.0,-22.0
460,0,0.9172600120787403,17800000.0,5312200000.0,-22.0
461,1,0.08273998792125972,17800000.0,5318600000.0,-22.0
462,2,0.0,17800000.0,0.0,-22.0
463,3,0.0,17800000.0,0.0,-22.0
464,0,0.9430068337746311,16020000.0,5312200000.0,-22.0
465,1,0.056993166225368846,16020000.0,5318200000.0,-22.0
466,2,0.0,16020000.0,0.0,-22.0
467,3,0.0,16020000.0,0.0,-22.0
468,0,0.94156346674225,14240000.0,5312200000.0,-22.0
469,1,0.05843653325774998,14240000.0,5318200000.0,-22.0
470,2,0.0,14240000.0,0.0,-22.0
471,3,0.0,14240000.0,0.0,-22.0
472,0,1.0,12459999.999999998,5312200000.0,-22.0
473,1,0.0,12459999.999999998,0.0,-22.0
474,2,0.0,12459999.999999998,0.0,-22.0
475,3,0.0,12459999.999999998,0.0,-22.0
476,0,1.0,10680000.0,5312200000.0,-22.0
477,1,0.0,10680000.0,0.0,-22.0
478,2,0.0,10680000.0,0.0,-22.0
479,3,0.0,10680000.0,0.0,-22.0
480,0,1.0,8900000.0,5312200000.0,-22.0
481,1,0.0,8900000.0,0.0,-22.0
482,2,0.0,8900000.0,0.0,-22.0
483,3,0.0,8900000.0,0.0,-22.0
484,0,1.0,7119999.999999998,5312200000.0,-22.0
485,1,0.0,7119999.999999998,0.0,-22.0
486,2,0.0,7119999.999999998,0.0,-22.0
487,3,0.0,7119999.999999998,0.0,-22.0
488,0,0.9659871515147745,5339999.999999997,5312200000.0,-22.0
489,1,0.034012848485225435,5339999.999999997,5316200000.0,-22.0
490,2,0.0,5339999.999999997,0.0,-22.0
491,3,0.0,5339999.999999997,0.0,-22.0
492,0,1.0,3559999.9999999963,5312200000.0,-22.0
493,1,0.0,3559999.9999999963,0.0,-22.0
494,2,0.0,3559999.9999999963,0.0,-22.0
495,3,0.0,3559999.9999999963,0.0,-22.0
496,0,1.0,1779999.999999995,5312200000.0,-22.0
497,1,0.0,1779999.999999995,0.0,-22.0
498,2,0.0,1779999.999999995,0.0,-22.0
499,3,0.0,1779999.999999995,0.0,-22.0
500,0,1.0,0.0,5312200000.0,-22.0
501,1,0.0,0.0,0.0,-22.0
502,2,0.0,0.0,0.0,-22.0
503,3,0.0,0.0,0.0,-22.0
504,0,0.8746861962037604,35600000.0,5312400000.0,-21.0
505,1,0.1253138037962395,35600000.0,5321000000.0,-21.0
506,2,0.0,35600000.0,0.0,-21.0
507,3,0.0,35600000.0,0.0,-21.0
508,0,0.8590802695671415,33820000.0,5312400000.0,-21.0
509,1,0.14091973043285863,33820000.0,5320200000.0,-21.0
510,2,0.0,33820000.0,0.0,-21.0
511,3,0.0,33820000.0,0.0,-21.0
512,0,0.8679522383961334,32040000.0,5312400000.0,-21.0
513,1,0.13204776160386655,32040000.0,5320800000.0,-21.0
514,2,0.0,32040000.0,0.0,-21.0
515,3,0.0,32040000.0,0.0,-21.0
516,0,0.8651738957383682,30260000.0,5312400000.0,-21.0
517,1,0.1348261042616318,30260000.0,5320200000.0,-21.0
518,2,0.0,30260000.0,0.0,-21.0
519,3,0.0,30260000.0,0.0,-21.0
520,0,0.8700609494175134,28480000.000000004,5312400000.0,-21.0
521,1,0.12993905058248661,28480000.000000004,5320000000.0,-21.0
522,2,0.0,28480000.000000004,0.0,-21.0
523,3,0.0,28480000.000000004,0.0,-21.0
524,0,0.8817657069588518,26700000.0,5312400000.0,-21.0
525,1,0.11823429304114821,26700000.0,5319800000.0,-21.0
526,2,0.0,26700000.0,0.0,-21.0
527,3,0.0,26700000.0,0.0,-21.0
528,0,0.8888081918120407,24920000.000000004,5312200000.0,-21.0
529,1,0.11119180818795918,24920000.000000004,5319600000.0,-21.0
530,2,0.0,24920000.000000004,0.0,-21.0
531,3,0.0,24920000.000000004,0.0,-21.0
532,0,0.8917199817679613,23140000.0,5312200000.0,-21.0
533,1,0.10828001823203874,23140000.0,5319200000.0,-21.0
534,2,0.0,23140000.0,0.0,-21.0
535,3,0.0,23140000.0,0.0,-21.0
536,0,0.926205285789187,21360000.0,5312200000.0,-21.0
537,1,0.07379471421081298,21360000.0,5319000000.0,-21.0
538,2,0.0,21360000.0,0.0,-21.0
539,3,0.0,21360000.0,0.0,-21.0
540,0,0.9025774843877161,19580000.0,5312200000.0,-21.0
541,1,0.0974225156122839,19580000.0,5318800000.0,-21.0
