busfrequency,,frequency,I,Q,amplitude,phase
5219638603.093645,0,5305000000.0,-0.04737117514014244,0.11018726974725723,-18.42082204280538,1.9768227622955747
5219638603.093645,1,5305200000.0,-0.04692251980304718,0.1143399104475975,-18.160091716740908,1.9602166385344715
5219638603.093645,2,5305400000.0,-0.04681732505559921,0.11148662865161896,-18.350190527378917,1.9683704945794904
5219638603.093645,3,5305600000.0,-0.04610869660973549,0.11070238798856735,-18.422099893393945,1.9654542942595392
5219638603.093645,4,5305800000.0,-0.045145224779844284,0.10976971685886383,-18.511666240162334,1.9609821267553988
5219638603.093645,5,5306000000.0,-0.046825334429740906,0.11067147552967072,-18.404091245167876,1.971058343756844
5219638603.093645,6,5306200000.0,-0.046394072473049164,0.11126704514026642,-18.376517402758516,1.965838627116529
5219638603.093645,7,5306400000.0,-0.046733129769563675,0.1104813665151596,-18.419356518916977,1.9709679886594946
5219638603.093645,8,5306600000.0,-0.04646127671003342,0.11259084194898605,-18.287022639858208,1.962165140007595
5219638603.093645,9,5306800000.0,-0.04714705049991608,0.11049776524305344,-18.40655409815693,1.9740880473180225
5219638603.093645,10,5307000000.0,-0.04866788163781166,0.11287377774715424,-18.207627724405132,1.9778820996759314
5219638603.093645,11,5307200000.0,-0.046705108135938644,0.11054617166519165,-18.415825250045625,1.97054256290857
5219638603.093645,12,5307400000.0,-0.04728471115231514,0.11034676432609558,-18.41268143569799,1.975636362155478
5219638603.093645,13,5307600000.0,-0.0464266762137413,0.11207031458616257,-18.322340765371617,1.9635383021361275
5219638603.093645,14,5307800000.0,-0.04536163806915283,0.11115441471338272,-18.41246152173086,1.9582622099254372
5219638603.093645,15,5308000000.0,-0.04714960604906082,0.11222300678491592,-18.29237122140257,1.9685450764895063
5219638603.093645,16,5308200000.0,-0.047043848782777786,0.11118675768375397,-18.36372998663393,1.9710621379743796
5219638603.093645,17,5308400000.0,-0.04624678194522858,0.11086597293615341,-18.4073280226357,1.9659918447279046
5219638603.093645,18,5308600000.0,-0.04472183808684349,0.11197490245103836,-18.37482741755219,1.9507781314515902
5219638603.093645,19,5308800000.0,-0.045192304998636246,0.1117657870054245,-18.376167692174768,1.9550456012230317
5219638603.093645,20,5309000000.0,-0.04608888924121857,0.10946878790855408,-18.505468245030265,1.96929369395452
5219638603.093645,21,5309200000.0,-0.04493604600429535,0.11201918870210648,-18.366135759856,1.9522902177133978
5219638603.093645,22,5309400000.0,-0.04442771524190903,0.11136317253112793,-18.423746822239433,1.950392382050618
5219638603.093645,23,5309600000.0,-0.04615539684891701,0.11161312460899353,-18.360098945794967,1.962911974495794
5219638603.093645,24,5309800000.0,-0.044526975601911545,0.11378230899572372,-18.25967379534303,1.9438104451668936
5219638603.093645,25,5310000000.0,-0.044843971729278564,0.11147783696651459,-18.404842413709623,1.9532563861650325
5219638603.093645,26,5310200000.0,-0.042374137789011,0.11159979552030563,-18.461826391997178,1.9336787792837544
5219638603.093645,27,5310400000.0,-0.04429824650287628,0.11294297873973846,-18.32137890985733,1.9445759595575325
5219638603.093645,28,5310600000.0,-0.04328637197613716,0.11297006160020828,-18.345792366409846,1.9367075984059647
5219638603.093645,29,5310800000.0,-0.042730700224637985,0.11134453117847443,-18.469929926825735,1.9372335831157086
5219638603.093645,30,5311000000.0,-0.0398775190114975,0.11261900514364243,-18.454769191663313,1.911112157720716
5219638603.093645,31,5311200000.0,-0.03915511071681976,0.11359456926584244,-18.405275900915075,1.9027343871416427
5219638603.093645,32,5311400000.0,-0.03482189401984215,0.11187735199928284,-18.623577357323647,1.8725425560577356
5219638603.093645,33,5311600000.0,-0.03290634974837303,0.11412260681390762,-18.505715758262845,1.8515237654001329
5219638603.093645,34,5311800000.0,-0.021849874407052994,0.1133585274219513,-18.752489381244526,1.7612112684240033
5219638603.093645,35,5312000000.0,-0.0071455505676567554,0.11540139466524124,-18.739159946988913,1.6326364768544435
5219638603.093645,36,5312200000.0,0.006030532065778971,0.113840751349926,-18.861874907661115,1.517872390941257
5219638603.093645,37,5312400000.0,0.004902356769889593,0.11421065032482147,-18.837873597914673,1.5278988448943924
5219638603.093645,38,5312600000.0,-0.008342806249856949,0.11127432435750961,-19.04775617792762,1.6456314374538832
5219638603.093645,39,5312800000.0,-0.02259465679526329,0.11517444252967834,-18.6088724646854,1.7645139075613465
5219638603.093645,40,5313000000.0,-0.031135112047195435,0.11362716555595398,-18.575940149075976,1.8382429937687768
5219638603.093645,41,5313200000.0,-0.037037935107946396,0.11147832870483398,-18.601452597005405,1.8915655895733199
5219638603.093645,42,5313400000.0,-0.03917182236909866,0.11313347518444061,-18.436442686189977,1.9041214122363779
5219638603.093645,43,5313600000.0,-0.043455589562654495,0.11302337795495987,-18.337868735986017,1.937855001388475
5219638603.093645,44,5313800000.0,-0.04248325154185295,0.11220527440309525,-18.417928482732485,1.9327376182324736
5219638603.093645,45,5314000000.0,-0.043822336941957474,0.10969250649213791,-18.55337286416428,1.9508730149256865
5219638603.093645,46,5314200000.0,-0.04581699147820473,0.11095268279314041,-18.413452257506925,1.9624093336961892
5219638603.093645,47,5314400000.0,-0.04474123567342758,0.11172521859407425,-18.39102409477606,1.9516973000903646
5219638603.093645,48,5314600000.0,-0.04451582580804825,0.11048421263694763,-18.480659645213496,1.9538137235723108
5219638603.093645,49,5314800000.0,-0.04573319852352142,0.11280802637338638,-18.29234552828717,1.9559554689487682
5219638603.093645,50,5315000000.0,-0.046622928231954575,0.11159791797399521,-18.34821201979692,1.966532277788915
5219638603.093645,51,5315200000.0,-0.044858261942863464,0.10994552075862885,-18.50772226200014,1.9581839911884684
5219638603.093645,52,5315400000.0,-0.0463574193418026,0.11146772652864456,-18.36419316175021,1.9649186555498424
5219638603.093645,53,5315600000.0,-0.04543795436620712,0.11235606670379639,-18.3302274689239,1.955098923664389
5219638603.093645,54,5315800000.0,-0.0449892021715641,0.1121930480003357,-18.35310894553607,1.9521628624231713
5219638603.093645,55,5316000000.0,-0.046705495566129684,0.11077173799276352,-18.400786206504524,1.9698152854921864
5219638603.093645,56,5316200000.0,-0.04714388772845268,0.11176445335149765,-18.322739949476386,1.9699658934745286
5219638603.093645,57,5316400000.0,-0.045310910791158676,0.11229847371578217,-18.337467828892187,1.9543046331297589
5219638603.093645,58,5316600000.0,-0.047639306634664536,0.11149243265390396,-18.32680713125651,1.9746027880119015
5219638603.093645,59,5316800000.0,-0.046884045004844666,0.11261904239654541,-18.273631441763648,1.9652805623013894
5219638603.093645,60,5317000000.0,-0.04726969078183174,0.11098265647888184,-18.3709003659201,1.9734456420171693
5219638603.093645,61,5317200000.0,-0.04670132324099541,0.11132705956697464,-18.363995479161417,1.9679963277689358
5219638603.093645,62,5317400000.0,-0.04599519446492195,0.1115579605102539,-18.368166582992696,1.9618598069640982
5219638603.093645,63,5317600000.0,-0.04815945029258728,0.11121059954166412,-18.330630580040733,1.9794633200271647
5219638603.093645,64,5317800000.0,-0.046876758337020874,0.11062703281641006,-18.4056002008581,1.97159664925841
5219638603.093645,65,5318000000.0,-0.046214621514081955,0.11194147169589996,-18.336680552899193,1.9623278063646745
5219638603.093645,66,5318200000.0,-0.04650256410241127,0.11067703366279602,-18.41278933301049,1.9685641710791641
5219638603.093645,67,5318400000.0,-0.04537222906947136,0.11022145301103592,-18.474851513792423,1.961301937660806
5219638603.093645,68,5318600000.0,-0.04409463331103325,0.1089579239487648,-18.596124612329138,1.9553428145630278
5219638603.093645,69,5318800000.0,-0.045349135994911194,0.11104293167591095,-18.42027437749333,1.9585168895414664
5219638603.093645,70,5319000000.0,-0.045825615525245667,0.11169552803039551,-18.363652747941813,1.9601269123238103
5219638603.093645,71,5319200000.0,-0.04498894140124321,0.10919792205095291,-18.554821133378823,1.961599820527508
5219638603.093645,72,5319400000.0,-0.047572169452905655,0.11172862350940704,-18.31314089530344,1.9733301540286166
5219638603.093645,73,5319600000.0,-0.045608654618263245,0.11188960820436478,-18.356639868327388,1.9578559891559215
5219638603.093645,74,5319800000.0,-0.046170249581336975,0.10888484120368958,-18.542567772693626,1.9718436125204906
5219638603.093645,75,5320000000.0,-0.04617950692772865,0.11291281878948212,-18.273430332200387,1.959023236532997
5219638603.093645,76,5320200000.0,-0.04722021147608757,0.11051855981349945,-18.403095004268405,1.9745800510669431
5219638603.093645,77,5320400000.0,-0.04553044214844704,0.10793040692806244,-18.625827780117948,1.969995873270863
5219638603.093645,78,5320600000.0,-0.047436393797397614,0.11110948026180267,-18.357801877856488,1.9743037882825292
5219638603.093645,79,5320800000.0,-0.047085054218769073,0.11097857356071472,-18.376373716136026,1.9720498301321217
5219638603.093645,80,5321000000.0,-0.046357277780771255,0.11140823364257812,-18.368150101090663,1.965106894508092
5219638603.093645,81,5321200000.0,-0.04649347439408302,0.10990782082080841,-18.464481618907943,1.9709907703162144
5219638603.093645,82,5321400000.0,-0.04736074432730675,0.11096689105033875,-18.369373364437177,1.974191175464027
5219638603.093645,83,5321600000.0,-0.04757297411561012,0.10994507372379303,-18.4311459440813,1.9791688375594958
5219638603.093645,84,5321800000.0,-0.04695507511496544,0.11091843247413635,-18.384020999493092,1.9712514288835588
5219638603.093645,85,5322000000.0,-0.04763402044773102,0.11063329875469208,-18.38370700076059,1.9773649761369052
5219638603.093645,86,5322200000.0,-0.04713073745369911,0.11072657257318497,-18.391810447051814,1.9732171859105347
5219638603.093645,87,5322400000.0,-0.045962657779455185,0.1117071658372879,-18.359132516339834,1.9611399568480916
5219638603.093645,88,5322600000.0,-0.0448429211974144,0.11061831563711166,-18.462674510708233,1.9559356504154337
5219638603.093645,89,5322800000.0,-0.04631369933485985,0.10995304584503174,-18.466537853354893,1.9694553467882903
5219638603.093645,90,5323000000.0,-0.04639085382223129,0.11165101081132889,-18.351102737396126,1.9645918738230306
5219638603.093645,91,5323200000.0,-0.04786420613527298,0.10930909961462021,-18.46506434675376,1.9835251956571696
5219638603.093645,92,5323400000.0,-0.04602470248937607,0.11213380843400955,-18.329112696837143,1.9602740122882343
5219638603.093645,93,5323600000.0,-0.046382736414670944,0.1123712807893753,-18.303648545155053,1.962256865259125
5219638603.093645,94,5323800000.0,-0.047866079956293106,0.10939818620681763,-18.45907131246088,1.9832403229753628
5219638603.093645,95,5324000000.0,-0.047633636742830276,0.11008588969707489,-18.4200360171711,1.9791667861533069
5219638603.093645,96,5324200000.0,-0.046373944729566574,0.11221945285797119,-18.313920903870624,1.9626670124075125
5219638603.093645,97,5324400000.0,-0.046949878334999084,0.11165974289178848,-18.33505079621238,1.9688261058282823
5219638603.093645,98,5324600000.0,-0.04618913680315018,0.11179494857788086,-18.34709756676749,1.9625953117462298
5219638603.093645,99,5324800000.0,-0.0461059994995594,0.10981239378452301,-18.481852023623542,1.9683066046370092
5219638603.093645,100,5325000000.0,-0.046945519745349884,0.10942418873310089,-18.483992748392648,1.9760697515417913
5219638603.093645,101,5325200000.0,-0.046359915286302567,0.10952609777450562,-18.493906669630626,1.971206961052458
5219638603.093645,102,5325400000.0,-0.04727931693196297,0.11058047413825989,-18.39730351348041,1.974829719578528
5219638603.093645,103,5325600000.0,-0.04736371710896492,0.11105189472436905,-18.363662580445045,1.9739374414417927
5219638603.093645,104,5325800000.0,-0.04727691784501076,0.11187881231307983,-18.311498144575747,1.9706091284143787
5219638603.093645,105,5326000000.0,-0.04438942298293114,0.1098029688000679,-18.530317096561433,1.9549734313480418
5219638603.093645,106,5326200000.0,-0.046636100858449936,0.11184258759021759,-18.33164783898609,1.9658542366890865
5219638603.093645,107,5326400000.0,-0.04696410521864891,0.11235075443983078,-18.28908073690725,1.9667342915393418
5219638603.093645,108,5326600000.0,-0.04917626827955246,0.11301587522029877,-18.18416683462066,1.981213340962288
5219638603.093645,109,5326800000.0,-0.04738999158143997,0.1109006255865097,-18.372934388399987,1.9746299068028161
5219638603.093645,110,5327000000.0,-0.046631161123514175,0.11134327203035355,-18.36487113640141,1.9674083956874602
5219638603.093645,111,5327200000.0,-0.04559021443128586,0.11015840619802475,-18.473037905881565,1.9631940238585062
5219638603.093645,112,5327400000.0,-0.04888979718089104,0.11095701158046722,-18.326333095356112,1.98582190633773
5219638603.093645,113,5327600000.0,-0.046674419194459915,0.11254464834928513,-18.284256702486886,1.9639268644400723
5219638603.093645,114,5327800000.0,-0.045087095350027084,0.11262892186641693,-18.321476543647332,1.9515745972201672
5219638603.093645,115,5328000000.0,-0.04450258985161781,0.11004762351512909,-18.5105941962725,1.9550848174001976
5219638603.093645,116,5328200000.0,-0.04588300362229347,0.11186875402927399,-18.35056544082518,1.9600222261171445
5219638603.093645,117,5328400000.0,-0.04601099714636803,0.11170155555009842,-18.358182372665688,1.961527666850309
5219638603.093645,118,5328600000.0,-0.0448429100215435,0.11108861863613129,-18.43100653875501,1.9544606867864676
5219638603.093645,119,5328800000.0,-0.04833487421274185,0.10969789326190948,-18.425466212720202,1.985820904951436
5219638603.093645,120,5329000000.0,-0.04585835710167885,0.11243635416030884,-18.31357501273925,1.9580606487811059
5219638603.093645,121,5329200000.0,-0.04319852218031883,0.11135229468345642,-18.457146504284157,1.9408671197860214
5219638603.093645,122,5329400000.0,-0.04424678534269333,0.11029423773288727,-18.500854370375414,1.952311276675382
5219638603.093645,123,5329600000.0,-0.04658215120434761,0.1106182262301445,-18.4144788370548,1.9693652737861789
5219638603.093645,124,5329800000.0,-0.046536218374967575,0.11013592779636383,-18.44799367741851,1.970576738248571
5219638603.093645,125,5330000000.0,-0.046702783554792404,0.11048414558172226,-18.420026974744832,1.9707259590477795
5219638603.093645,126,5330200000.0,-0.04464172571897507,0.10948813706636429,-18.544761830221844,1.9579496831652952
5219638603.093645,127,5330400000.0,-0.04478304833173752,0.11046307533979416,-18.474788984965496,1.9559594349344411
5219638603.093645,128,5330600000.0,-0.045683033764362335,0.11034250259399414,-18.458071606593528,1.9633226833937538
5219638603.093645,129,5330800000.0,-0.04664172604680061,0.10942645370960236,-18.492558562161335,1.9737152065178825
5219638603.093645,130,5331000000.0,-0.047453925013542175,0.11146548390388489,-18.333795990744804,1.9732830362901077
5219638603.093645,131,5331200000.0,-0.044415704905986786,0.1104854866862297,-18.483299678293825,1.953029853665666
5219638603.093645,132,5331400000.0,-0.04745461791753769,0.10931947082281113,-18.476294697169788,1.980342015419666
5219638603.093645,133,5331600000.0,-0.045958664268255234,0.11100313812494278,-18.406164434299164,1.963338987131698
5219638603.093645,134,5331800000.0,-0.0445404127240181,0.11024154722690582,-18.496412950537508,1.9547682668050597
5219638603.093645,135,5332000000.0,-0.04847448691725731,0.11153227090835571,-18.300546326159687,1.9807894011999276
5219638603.093645,136,5332200000.0,-0.04696331173181534,0.11151525378227234,-18.344231940901455,1.9693912891633283
5219638603.093645,137,5332400000.0,-0.04669751226902008,0.11036385595798492,-18.428202062008566,1.9710762679660732
5219638603.093645,138,5332600000.0,-0.04741084948182106,0.11113361269235611,-18.356927023517976,1.9740309259380262
5219638603.093645,139,5332800000.0,-0.04567462578415871,0.11184211075305939,-18.358009837447913,1.9585100754442637
5219638603.093645,140,5333000000.0,-0.04628055915236473,0.11302646994590759,-18.263222059132424,1.959436793937413
5219638603.093645,141,5333200000.0,-0.046022556722164154,0.1110403835773468,-18.401909891507213,1.9637115737920845
5219638603.093645,142,5333400000.0,-0.0480654239654541,0.11141636222600937,-18.319774135626844,1.9780783858216582
5219638603.093645,143,5333600000.0,-0.0466456301510334,0.10963417589664459,-18.47850305257235,1.9730617367668228
5219638603.093645,144,5333800000.0,-0.0465586856007576,0.11081216484308243,-18.40220911870154,1.9685591407168346
5219638603.093645,145,5334000000.0,-0.04723485931754112,0.11107334494590759,-18.365875497607497,1.9728857170300576
5219638603.093645,146,5334200000.0,-0.04773822799324989,0.11171119660139084,-18.30962787124959,1.974644013700115
5219638603.093645,147,5334400000.0,-0.0477134995162487,0.11071033030748367,-18.376341098398484,1.9777178234930424
5219638603.093645,148,5334600000.0,-0.04896555840969086,0.10957613587379456,-18.415001398666725,1.9910387470526953
5219638603.093645,149,5334800000.0,-0.04618387669324875,0.1098950132727623,-18.47410066116256,1.9686406585856389
5219638603.093645,150,5335000000.0,-0.04648406803607941,0.11207085102796555,-18.320731832061988,1.9639736228592575
5219838603.093645,0,5305000000.0,-0.04784712940454483,0.11019840836524963,-18.406422750805195,1.980425794799186
5219838603.093645,1,5305200000.0,-0.0465666688978672,0.11194028705358505,-18.32709772044746,1.9650155292348117
