busfrequency,,frequency,I,Q,amplitude,phase
5213200000.0,0,5305000000.0,0.08416949212551117,-0.09282934665679932,-18.040508075017513,-0.8342852331149911
5213200000.0,1,5305200000.0,0.08284490555524826,-0.09113749116659164,-18.19033867779378,-0.8330254787236597
5213200000.0,2,5305400000.0,0.0843927264213562,-0.09010130167007446,-18.170042944437547,-0.8181015174383687
5213200000.0,3,5305600000.0,0.08312492817640305,-0.09240731596946716,-18.1110340139863,-0.8382303355047569
5213200000.0,4,5305800000.0,0.08575721085071564,-0.09134764969348907,-18.041365223030006,-0.8169533854058398
5213200000.0,5,5306000000.0,0.08509929478168488,-0.09234704822301865,-18.021719614839874,-0.8262202332462908
5213200000.0,6,5306200000.0,0.084114208817482,-0.0917457565665245,-18.09878944457666,-0.8287665481118126
5213200000.0,7,5306400000.0,0.08265218883752823,-0.09227325767278671,-18.14012209490629,-0.8403437702959619
5213200000.0,8,5306600000.0,0.08277351409196854,-0.09356886893510818,-18.066920381084685,-0.8465400121139384
5213200000.0,9,5306800000.0,0.0841258093714714,-0.09060893952846527,-18.156739922143473,-0.8224838474907002
5213200000.0,10,5307000000.0,0.08366838097572327,-0.09039829671382904,-18.189500091614324,-0.8240417768756934
5213200000.0,11,5307200000.0,0.08411497622728348,-0.0921366959810257,-18.07864826981612,-0.8308796487045573
5213200000.0,12,5307400000.0,0.082892045378685,-0.08981113880872726,-18.257327857287628,-0.8254402455134103
5213200000.0,13,5307600000.0,0.08104252815246582,-0.09243416786193848,-18.206790104181042,-0.8509707053569974
5213200000.0,14,5307800000.0,0.0825270414352417,-0.09364214539527893,-18.07444701440326,-0.8484079915847372
5213200000.0,15,5308000000.0,0.08459075540304184,-0.09159742295742035,-18.083901703333296,-0.8251453100926731
5213200000.0,16,5308200000.0,0.08331723511219025,-0.0926189124584198,-18.091075943712653,-0.8382186059717122
5213200000.0,17,5308400000.0,0.08280014991760254,-0.09172416478395462,-18.16184079524177,-0.8364870298533387
5213200000.0,18,5308600000.0,0.08480161428451538,-0.09157844632863998,-18.074903741969,-0.8238010318783836
5213200000.0,19,5308800000.0,0.08086217939853668,-0.09141760319471359,-18.269341198099013,-0.8465907496920143
5213200000.0,20,5309000000.0,0.08326560258865356,-0.09353920072317123,-18.04577984251701,-0.8434399056718902
5213200000.0,21,5309200000.0,0.08359044045209885,-0.09110479056835175,-18.156651038025338,-0.8283857185697935
5213200000.0,22,5309400000.0,0.08242939412593842,-0.0923600122332573,-18.146001721286265,-0.8421519100381746
5213200000.0,23,5309600000.0,0.0821603387594223,-0.091904416680336,-18.182494790360206,-0.841319412913468
5213200000.0,24,5309800000.0,0.08000723272562027,-0.09204760193824768,-18.27574608029529,-0.8552640999032008
5213200000.0,25,5310000000.0,0.08179846405982971,-0.09355837851762772,-18.112357383316287,-0.8523606609552599
5213200000.0,26,5310200000.0,0.08092194050550461,-0.09324294328689575,-18.169407496884496,-0.8560238259443125
5213200000.0,27,5310400000.0,0.08286819607019424,-0.09368456900119781,-18.05653958637807,-0.8465859387644245
5213200000.0,28,5310600000.0,0.07984638959169388,-0.09393063932657242,-18.18201817198789,-0.8662692207617233
5213200000.0,29,5310800000.0,0.080263152718544,-0.09395715594291687,-18.161575262230578,-0.8638385352155359
5213200000.0,30,5311000000.0,0.07873541116714478,-0.09418321400880814,-18.218941606485718,-0.874497315647245
5213200000.0,31,5311200000.0,0.07933755218982697,-0.09440185874700546,-18.17980497782403,-0.8718881817806581
5213200000.0,32,5311400000.0,0.07640230655670166,-0.09625910967588425,-18.209330784319587,-0.8998994215099082
5213200000.0,33,5311600000.0,0.0719977542757988,-0.09858667850494385,-18.267260129792817,-0.9400235319724664
5213200000.0,34,5311800000.0,0.06435440480709076,-0.10247264802455902,-18.343956522711956,-1.0100315456174416
5213200000.0,35,5312000000.0,0.0532958097755909,-0.10700967162847519,-18.449217863963693,-1.1087126086986396
5213200000.0,36,5312200000.0,0.041644755750894547,-0.11258502304553986,-18.41345871672957,-1.2165078401923568
5213200000.0,37,5312400000.0,0.03211505338549614,-0.11475946009159088,-18.476776983436874,-1.297929807157623
5213200000.0,38,5312600000.0,0.04104474559426308,-0.11110693216323853,-18.529602361528088,-1.2169296510813379
5213200000.0,39,5312800000.0,0.05446549877524376,-0.10657229274511337,-18.439313175170014,-1.0983349851751505
5213200000.0,40,5313000000.0,0.06509174406528473,-0.10083579272031784,-18.414930011883946,-0.9975753788684658
5213200000.0,41,5313200000.0,0.07302433252334595,-0.09794779121875763,-18.26047166242121,-0.9301535274510947
5213200000.0,42,5313400000.0,0.07500306516885757,-0.09694027900695801,-18.23246874694047,-0.9122965566149934
5213200000.0,43,5313600000.0,0.07875203341245651,-0.0960131287574768,-18.119042575958126,-0.8838462412793707
5213200000.0,44,5313800000.0,0.07901912182569504,-0.09345437586307526,-18.245536551710902,-0.8688990443104334
5213200000.0,45,5314000000.0,0.07991769164800644,-0.09437230974435806,-18.155081553312844,-0.8681430941953143
5213200000.0,46,5314200000.0,0.08051007986068726,-0.09498857706785202,-18.095365559568712,-0.8677109485956982
5213200000.0,47,5314400000.0,0.08184804767370224,-0.09288720786571503,-18.145389807156675,-0.8484908030418976
5213200000.0,48,5314600000.0,0.08188536018133163,-0.09290899336338043,-18.14251278330019,-0.8483810501900838
5213200000.0,49,5314800000.0,0.08216429501771927,-0.09221912175416946,-18.165781715053562,-0.8429936982985216
5213200000.0,50,5315000000.0,0.08260392397642136,-0.09291563183069229,-18.108825789539043,-0.8440803349218532
5213200000.0,51,5315200000.0,0.0844210684299469,-0.0938110500574112,-17.97854297453203,-0.8380335050078382
5213200000.0,52,5315400000.0,0.08381451666355133,-0.09348633140325546,-18.023179433768284,-0.8398944523341823
5213200000.0,53,5315600000.0,0.08231192082166672,-0.09179241955280304,-18.18124966938515,-0.8397974107365959
5213200000.0,54,5315800000.0,0.08408213406801224,-0.09319442510604858,-18.025814232301677,-0.8367545216394427
5213200000.0,55,5316000000.0,0.08148253709077835,-0.09193088114261627,-18.212908804564265,-0.845576484441168
5213200000.0,56,5316200000.0,0.08212698251008987,-0.09242774546146393,-18.156570134623152,-0.8443414584433803
5213200000.0,57,5316400000.0,0.08309631794691086,-0.09269380569458008,-18.097484527948797,-0.8399402994942458
5213200000.0,58,5316600000.0,0.08321577310562134,-0.0910739079117775,-18.17604705891876,-0.8304542823917775
5213200000.0,59,5316800000.0,0.0830790251493454,-0.09271547198295593,-18.097164084977955,-0.8401599012111067
5213200000.0,60,5317000000.0,0.08120228350162506,-0.09334559738636017,-18.151039200185675,-0.8548563505180957
5213200000.0,61,5317200000.0,0.08342864364385605,-0.09252049773931503,-18.09097619427195,-0.8370254396252829
5213200000.0,62,5317400000.0,0.08199810236692429,-0.09200575202703476,-18.184780462494228,-0.8428488269257404
5213200000.0,63,5317600000.0,0.08329642564058304,-0.09099515527486801,-18.176306395939545,-0.8295410209209799
5213200000.0,64,5317800000.0,0.08423274010419846,-0.09100501984357834,-18.13126461091523,-0.8240251763296456
5213200000.0,65,5318000000.0,0.0833376869559288,-0.09118544310331345,-18.164467441903117,-0.830334746405067
5213200000.0,66,5318200000.0,0.08137354254722595,-0.09250786155462265,-18.187465997690804,-0.8493448412487766
5213200000.0,67,5318400000.0,0.0822523906826973,-0.09189149737358093,-18.178849753425247,-0.8406931314348797
5213200000.0,68,5318600000.0,0.08520536869764328,-0.09028488397598267,-18.12160299043027,-0.8143347987959009
5213200000.0,69,5318800000.0,0.08357381820678711,-0.09186004102230072,-18.11835358894729,-0.8325958314327557
