busfrequency,,frequency,I,Q,amplitude,phase
5216400000.0,0,5305000000.0,0.08186302334070206,-0.09287478029727936,-18.145349256365908,-0.8483336824403552
5216400000.0,1,5305200000.0,0.08212876319885254,-0.09451919794082642,-18.046812929847388,-0.8554254343380052
5216400000.0,2,5305400000.0,0.08249376714229584,-0.09340208023786545,-18.08851749861132,-0.8473345942529701
5216400000.0,3,5305600000.0,0.08125650137662888,-0.0920703262090683,-18.216112156272068,-0.8477071941054526
5216400000.0,4,5305800000.0,0.08097635209560394,-0.09260038286447525,-18.201036528752983,-0.8522659998780534
5216400000.0,5,5306000000.0,0.08312317728996277,-0.09026788175106049,-18.222398288237148,-0.8265805918473879
5216400000.0,6,5306200000.0,0.08047531545162201,-0.09293963760137558,-18.20619069690111,-0.8571504786876483
5216400000.0,7,5306400000.0,0.08293165266513824,-0.09129694104194641,-18.17791116710178,-0.8333746118972499
5216400000.0,8,5306600000.0,0.08196621388196945,-0.0924382284283638,-18.1635194965038,-0.845370584561358
5216400000.0,9,5306800000.0,0.0844917818903923,-0.09201890975236893,-18.06698909082219,-0.8280163755624365
5216400000.0,10,5307000000.0,0.0820576548576355,-0.09084343910217285,-18.243145862104452,-0.8361684271506714
5216400000.0,11,5307200000.0,0.08302672207355499,-0.0937298908829689,-18.04689145770044,-0.8458774610315846
5216400000.0,12,5307400000.0,0.0833471417427063,-0.09351547062397003,-18.043247647842474,-0.8428277544704513
5216400000.0,13,5307600000.0,0.08320954442024231,-0.09192804247140884,-18.1319636437539,-0.8351379538616138
5216400000.0,14,5307800000.0,0.08169642835855484,-0.09233387559652328,-18.18160669612942,-0.8464463193315132
5216400000.0,15,5308000000.0,0.08275200426578522,-0.09163175523281097,-18.16893288677892,-0.8362749656633446
5216400000.0,16,5308200000.0,0.08603297919034958,-0.09312339872121811,-17.938857385006322,-0.824954226895448
5216400000.0,17,5308400000.0,0.08387524634599686,-0.0931401178240776,-18.038199862775343,-0.8376898122554819
5216400000.0,18,5308600000.0,0.08313018083572388,-0.09064847975969315,-18.202249765660035,-0.8286348495586747
5216400000.0,19,5308800000.0,0.08270739018917084,-0.09064784646034241,-18.222458458317647,-0.8311707067123355
5216400000.0,20,5309000000.0,0.08348222821950912,-0.09066808968782425,-18.18442657397465,-0.8266371776726041
5216400000.0,21,5309200000.0,0.08367951214313507,-0.09279407560825348,-18.065136063404815,-0.837000627056613
5216400000.0,22,5309400000.0,0.08334894478321075,-0.0926315188407898,-18.088944099197974,-0.8380970775985428
5216400000.0,23,5309600000.0,0.08359473943710327,-0.09297998994588852,-18.05947699209538,-0.8384999146251186
5216400000.0,24,5309800000.0,0.08379256725311279,-0.09171891212463379,-18.115340775859316,-0.8305289021524319
5216400000.0,25,5310000000.0,0.08263115584850311,-0.09180620312690735,-18.16551154259563,-0.8379476877154215
5216400000.0,26,5310200000.0,0.08216056227684021,-0.09178521484136581,-18.188746298911575,-0.8406731380845548
