busfrequency,,frequency,I,Q,amplitude,phase
5221412465.677543,0,5305000000.0,-0.04247453808784485,0.1146472692489624,-18.254145071590152,1.9255985170113425
5221412465.677543,1,5305200000.0,-0.04194203019142151,0.11552166938781738,-18.20896809435639,1.9190637904973684
5221412465.677543,2,5305400000.0,-0.045354023575782776,0.11508282274007797,-18.152789489149328,1.9462052932648801
5221412465.677543,3,5305600000.0,-0.041873808950185776,0.11565084010362625,-18.20203191896053,1.91818403964888
5221412465.677543,4,5305800000.0,-0.04431842267513275,0.11331328004598618,-18.296202774985982,1.9436190611983604
5221412465.677543,5,5306000000.0,-0.04406584054231644,0.11679445952177048,-18.073560618843285,1.9315765947980055
5221412465.677543,6,5306200000.0,-0.04271957278251648,0.11516463756561279,-18.21372479774206,1.926005872005674
5221412465.677543,7,5306400000.0,-0.04415310174226761,0.11604643613100052,-18.12020643270762,1.9343608497852591
5221412465.677543,8,5306600000.0,-0.04378540441393852,0.11638613045215607,-18.1070924929427,1.9306257278824166
5221412465.677543,9,5306800000.0,-0.043422069400548935,0.11594027280807495,-18.145251909464537,1.9291470045625905
5221412465.677543,10,5307000000.0,-0.04214707016944885,0.1145305410027504,-18.269997209659707,1.9234146333130901
5221412465.677543,11,5307200000.0,-0.0417993888258934,0.1169806495308876,-18.11587318140179,1.9139763249631316
5221412465.677543,12,5307400000.0,-0.04465683549642563,0.11602681130170822,-18.108901371604375,1.9382039312804826
5221412465.677543,13,5307600000.0,-0.042940910905599594,0.11894106864929199,-17.96127102353767,1.9172605855245926
5221412465.677543,14,5307800000.0,-0.04259275272488594,0.11548972874879837,-18.195294641978485,1.9241214050359554
5221412465.677543,15,5308000000.0,-0.042777691036462784,0.11662059277296066,-18.11625812875138,1.9223681524664509
5221412465.677543,16,5308200000.0,-0.042665932327508926,0.1167958602309227,-18.107440285505195,1.9210389439293025
5221412465.677543,17,5308400000.0,-0.04257458820939064,0.11735691875219345,-18.072864514890487,1.918809606617287
5221412465.677543,18,5308600000.0,-0.041622091084718704,0.11708216369152069,-18.11334941017372,1.912357809168045
5221412465.677543,19,5308800000.0,-0.045462436974048615,0.11578402668237686,-18.104318175604654,1.9449492770944607
5221412465.677543,20,5309000000.0,-0.043280329555273056,0.1158653274178505,-18.15366449902011,1.9282863463492144
5221412465.677543,21,5309200000.0,-0.04254364222288132,0.11898073554039001,-17.967936224164593,1.9141968084844672
5221412465.677543,22,5309400000.0,-0.04323215037584305,0.11720311641693115,-18.067198261456333,1.9241777200872123
5221412465.677543,23,5309600000.0,-0.04329279065132141,0.11794988065958023,-18.017157947712654,1.9225736553696673
5221412465.677543,24,5309800000.0,-0.040735144168138504,0.11681364476680756,-18.15172920914034,1.9063295397410558
5221412465.677543,25,5310000000.0,-0.042742591351270676,0.1158231720328331,-18.169598578723573,1.9243255619767332
