power,frequency,amplitude,phase,I,Q
17.0,5354166666.666667,0.12355256134648782,-0.6793770551691865,0.0961194783449173,-0.07762912660837173
17.0,5354316939.890711,0.12654885592668716,-0.6498796367461849,0.10075271129608154,-0.07657352089881897
17.0,5354467213.114754,0.12531269516480073,-0.6472156611215267,0.09997017681598663,-0.07555948197841644
17.0,5354617486.338798,0.1256699095793058,-0.6466672485006001,0.10029669106006622,-0.07571987807750702
17.0,5354767759.562841,0.12709652785750922,-0.6368087539722188,0.10218528658151627,-0.07557575404644012
17.0,5354918032.786885,0.1269271860561126,-0.621623614814522,0.10318342596292496,-0.07391678541898727
17.0,5355068306.010929,0.1276898310656507,-0.6030079731430781,0.1051696166396141,-0.0724157765507698
17.0,5355218579.234973,0.12770206100700957,-0.5952789352059372,0.10573630034923553,-0.07160761952400208
17.0,5355368852.459017,0.1280366651489452,-0.5772729737626283,0.10728883743286133,-0.0698748379945755
17.0,5355519125.68306,0.12902602161825694,-0.5736057683099239,0.10837537050247192,-0.07001780718564987
17.0,5355669398.907104,0.12937747076746783,-0.5641806415556747,0.10932745784521103,-0.06918118894100189
17.0,5355819672.131147,0.12773973378665812,-0.5711089733809877,0.10746769607067108,-0.06905167549848557
17.0,5355969945.355191,0.12807426445469156,-0.56789269107365,0.10797125101089478,-0.06888560205698013
17.0,5356120218.579235,0.12969199694923275,-0.5624014587067087,0.10971645265817642,-0.0691542774438858
17.0,5356270491.803279,0.12722833769536288,-0.5722348986501672,0.10695995390415192,-0.06889570504426956
17.0,5356420765.027323,0.1284909777736576,-0.573540394616895,0.10793051868677139,-0.06972040235996246
17.0,5356571038.251366,0.12655824628149223,-0.5728639066189405,0.10635348409414291,-0.06859975308179855
17.0,5356721311.4754095,0.12896689549139856,-0.5816762532428439,0.10775736719369888,-0.07085767388343811
17.0,5356871584.699453,0.12959008235964697,-0.5796300288857555,0.10842353105545044,-0.07097835838794708
17.0,5357021857.923497,0.12920979080137918,-0.5655216911807578,0.10909301042556763,-0.06923788785934448
17.0,5357172131.147541,0.1277868355536476,-0.6041929965679681,0.1051635593175888,-0.07259546220302582
17.0,5357322404.371585,0.12792737511392968,-0.6224762609024539,0.1039329543709755,-0.07458789646625519
17.0,5357472677.595629,0.1248270845636383,-0.656130291528475,0.09890785068273544,-0.07615141570568085
17.0,5357622950.819673,0.12341471293299995,-0.7267994931873039,0.09222842007875443,-0.08200676739215851
17.0,5357773224.0437155,0.12220186401199083,-0.78014430601503,0.08686255663633347,-0.08595459163188934
17.0,5357923497.267759,0.12169814206436298,-0.789716606421441,0.08568116277456284,-0.08642439544200897
17.0,5358073770.491803,0.11935917552440783,-0.7718207334173438,0.08553779870271683,-0.08324600756168365
17.0,5358224043.715847,0.12327270415623191,-0.7317644417434143,0.09171447157859802,-0.08236877620220184
17.0,5358374316.939891,0.12433902400064113,-0.6642635539982633,0.09790094196796417,-0.07665245234966278
17.0,5358524590.163935,0.1243958741369664,-0.6546261427791908,0.09868021309375763,-0.07574000954627991
17.0,5358674863.387979,0.1263374060386819,-0.6337872729659318,0.10180147737264633,-0.07481710612773895
17.0,5358825136.612021,0.12708834032117736,-0.5953427567650932,0.10522359609603882,-0.07127019762992859
17.0,5358975409.836065,0.12878091575208847,-0.6005502671254719,0.1062474474310875,-0.07277365028858185
17.0,5359125683.060109,0.1271414872943731,-0.5966663748247302,0.10517313331365585,-0.07143927365541458
17.0,5359275956.284153,0.12892408339215228,-0.5811921103210244,0.1077558770775795,-0.07078199088573456
17.0,5359426229.508197,0.1272349689877289,-0.5706952648895474,0.10707148164510727,-0.06873452663421631
17.0,5359576502.732241,0.12883846601626495,-0.5790345917237202,0.10783667862415314,-0.07050248980522156
17.0,5359726775.9562845,0.1291997336217936,-0.5819084397568111,0.10793542861938477,-0.07101066410541534
17.0,5359877049.180327,0.1280478651376091,-0.5917820684327166,0.10627305507659912,-0.07143034040927887
17.0,5360027322.404371,0.12723054306304102,-0.5834224747942979,0.10618434101343155,-0.07008920609951019
17.0,5360177595.628415,0.1269442657036956,-0.5750302053625076,0.10652856528759003,-0.06903992593288422
17.0,5360327868.852459,0.12881299316808925,-0.5847877151387069,0.10740804672241211,-0.0711076557636261
17.0,5360478142.076503,0.12915761878019538,-0.5811036434958732,0.10795734077692032,-0.07090065628290176
17.0,5360628415.300547,0.12932303670338954,-0.5734443061223717,0.10863617807626724,-0.07016144692897797
17.0,5360778688.5245905,0.128986248759321,-0.5691116734689883,0.10865543782711029,-0.0695086196064949
17.0,5360928961.748634,0.12909460928309865,-0.5810467794184297,0.1079087033867836,-0.07085993140935898
17.0,5361079234.972677,0.12827969017929078,-0.5466107039978979,0.10958820581436157,-0.06667911261320114
17.0,5361229508.196721,0.13026490807005275,-0.5658195468233361,0.109963059425354,-0.06983603537082672
17.0,5361379781.420765,0.12827267927277367,-0.5715261695978061,0.10788712650537491,-0.06938478350639343
17.0,5361530054.644809,0.12924043399655172,-0.5784023687600423,0.10821781307458878,-0.07065404951572418
17.0,5361680327.868853,0.1291869514340424,-0.5705432048693125,0.10872473567724228,-0.06977248936891556
17.0,5361830601.092896,0.1300757717293659,-0.5767669751094181,0.10903342068195343,-0.07093250006437302
17.0,5361980874.31694,0.12861488516678363,-0.5769495038696799,0.10779605805873871,-0.07015553116798401
17.0,5362131147.540983,0.12742715083235434,-0.5707699941377397,0.10722806304693222,-0.06884635984897614
17.0,5362281420.765027,0.13034263071806695,-0.5766008163474848,0.109268918633461,-0.07105986773967743
17.0,5362431693.989071,0.12753433290493751,-0.5620930540212864,0.1079120859503746,-0.06797049194574356
17.0,5362581967.213115,0.12946114716951682,-0.566910996723436,0.10920874774456024,-0.0695243701338768
17.0,5362732240.437159,0.12833758947073648,-0.576272729533627,0.10761100053787231,-0.06993146240711212
17.0,5362882513.661202,0.1292489333350716,-0.5760522258262479,0.1083906888961792,-0.07040415704250336
17.0,5363032786.885246,0.1287424378358177,-0.5690354384981378,0.1084553450345993,-0.06936896592378616
17.0,5363183060.109289,0.12988247796124852,-0.5803161612654814,0.1086193323135376,-0.07121305167675018
17.0,5363333333.333333,0.1285605679265133,-0.5694998476313995,0.10826995223760605,-0.06932125985622406
17.0,5363483606.557377,0.13041888300216556,-0.5778422833011166,0.10924448817968369,-0.07123711705207825
17.0,5363633879.781421,0.1290935754622366,-0.5721455517817766,0.10853429138660431,-0.06989605724811554
17.0,5363784153.005465,0.12983768920515434,-0.5751022538747592,0.10895156860351562,-0.07062139362096786
17.0,5363934426.229508,0.1278948611419692,-0.5770865206167646,0.10718302428722382,-0.0697774663567543
17.0,5364084699.453552,0.1279981498724897,-0.5602585147109557,0.10842950642108917,-0.06801888346672058
17.0,5364234972.677596,0.12963030841255244,-0.5643568133587465,0.10952889919281006,-0.0693356841802597
17.0,5364385245.901639,0.12962665317906288,-0.5736780932598065,0.10887478291988373,-0.07035162299871445
17.0,5364535519.125683,0.13044230956378103,-0.5724284601181355,0.10964824259281158,-0.07065733522176743
17.0,5364685792.349727,0.12967385924484598,-0.5694382600406095,0.10921183973550797,-0.06991483271121979
17.0,5364836065.5737705,0.12983703550017892,-0.5666501683053637,0.10954401642084122,-0.06969766318798065
17.0,5364986338.797814,0.12921841302524326,-0.5654758601352745,0.10910346359014511,-0.06923750787973404
17.0,5365136612.021858,0.12795364622535663,-0.572784123860937,0.10753164440393448,-0.06934753805398941
17.0,5365286885.245902,0.1284017007134238,-0.5727858081098848,0.10790807008743286,-0.06959055364131927
17.0,5365437158.469945,0.12743122021446937,-0.585269805897291,0.10622195899486542,-0.07039610296487808
17.0,5365587431.693989,0.1294476928153337,-0.5614074431489635,0.10957833379507065,-0.06891512125730515
17.0,5365737704.918033,0.12769559530204816,-0.5592498910036796,0.10824159532785416,-0.06774896383285522
17.0,5365887978.1420765,0.12884698563765257,-0.5610609625276715,0.10909359157085419,-0.06855752319097519
17.0,5366038251.36612,0.1298419068413771,-0.5635943667945589,0.10976060479879379,-0.06936519593000412
17.0,5366188524.590164,0.12977117797624507,-0.5748504617741076,0.10891352593898773,-0.07055779546499252
17.0,5366338797.814208,0.12912672594476948,-0.5593378541945632,0.10944867134094238,-0.06851787865161896
17.0,5366489071.038251,0.1272070577907923,-0.573815988117361,0.10683301836252213,-0.06905318051576614
17.0,5366639344.262295,0.1280508340955885,-0.5731212859961756,0.10758991539478302,-0.06943649053573608
17.0,5366789617.486339,0.1294973691764879,-0.5639972257751473,0.10944147408008575,-0.06922522932291031
17.0,5366939890.710382,0.1292546525764558,-0.5594060086285257,0.10955242812633514,-0.06859322637319565
17.0,5367090163.934426,0.1296823775138443,-0.556102625697654,0.11014169454574585,-0.0684567466378212
17.0,5367240437.15847,0.12994141273727153,-0.5420160494523624,0.11131696403026581,-0.0670321136713028
17.0,5367390710.382514,0.12824248322106788,-0.5662664785573936,0.10822509229183197,-0.0688001736998558
17.0,5367540983.606558,0.12939331358551678,-0.563447954256628,0.10939151048660278,-0.06910952925682068
17.0,5367691256.830601,0.12890895368678829,-0.5615854098385225,0.10911007225513458,-0.06864772737026215
17.0,5367841530.054645,0.12980643437805647,-0.571032408813875,0.10921178758144379,-0.07016050070524216
17.0,5367991803.278688,0.1287618132571897,-0.573290196531442,0.10817549377679825,-0.06984029710292816
17.0,5368142076.502732,0.1294320020405516,-0.564298380235162,0.10936538875102997,-0.06922322511672974
17.0,5368292349.726776,0.1278268076901332,-0.5574970340129652,0.10847152769565582,-0.06762854754924774
17.0,5368442622.95082,0.12797578572289162,-0.5501323173187451,0.10909364372491837,-0.06690574437379837
17.0,5368592896.174864,0.1280308478902118,-0.563118691858467,0.10826216638088226,-0.06834618747234344
17.0,5368743169.398907,0.12733109670014214,-0.5630002574188835,0.10767851024866104,-0.06795988976955414
17.0,5368893442.622951,0.12822736230139817,-0.5581611290359677,0.1087663546204567,-0.06791271269321442
17.0,5369043715.846994,0.1300156500354921,-0.5573000489462613,0.11034248769283295,-0.06876485049724579
17.0,5369193989.071038,0.12984768206863545,-0.5593111156228634,0.11006160080432892,-0.06889749318361282
17.0,5369344262.295082,0.13080695723897157,-0.5660035443188307,0.11040772497653961,-0.07014694809913635
17.0,5369494535.519126,0.13077426039218742,-0.5656621961480452,0.11040405929088593,-0.07009173184633255
17.0,5369644808.74317,0.1299442941185444,-0.5627297798535782,0.1099071353673935,-0.06932489573955536
17.0,5369795081.967213,0.12903956422928628,-0.5557062609664697,0.10962273180484772,-0.06807397305965424
17.0,5369945355.1912565,0.12918461017721092,-0.5546633377448118,0.10981696844100952,-0.06803599745035172
17.0,5370095628.4153,0.13025861730410304,-0.5650784865661423,0.11000946909189224,-0.06975115835666656
17.0,5370245901.639344,0.12730234145363928,-0.5525757794158497,0.10835661739110947,-0.06681863218545914
17.0,5370396174.863388,0.1283855131066206,-0.5692240311062576,0.10814161598682404,-0.06919704377651215
17.0,5370546448.087432,0.130251884138792,-0.5587272273223486,0.11044454574584961,-0.0690474882721901
17.0,5370696721.311476,0.12933290115741194,-0.5804975715107006,0.10814686119556427,-0.0709313452243805
17.0,5370846994.535519,0.12920367507640673,-0.5656428479657024,0.10907945781946182,-0.06924782693386078
17.0,5370997267.7595625,0.1286760841981364,-0.57291221463297,0.1081298440694809,-0.06975293159484863
17.0,5371147540.983606,0.12904473145657833,-0.5553500475679968,0.1096513643860817,-0.06803764402866364
17.0,5371297814.20765,0.1296483975542957,-0.5532302808407439,0.11030896008014679,-0.0681222453713417
17.0,5371448087.431694,0.12871535822521965,-0.5543815183969001,0.10943716764450073,-0.06775802373886108
17.0,5371598360.655738,0.12971097631000625,-0.5667202568660266,0.10943277925252914,-0.06963766366243362
17.0,5371748633.879782,0.12805776169620145,-0.5713708890209864,0.1077171191573143,-0.06925180554389954
17.0,5371898907.103826,0.1302632723044188,-0.582587841180403,0.10877525806427002,-0.07166912406682968
17.0,5372049180.327868,0.12952734168591398,-0.5637496689483975,0.10948394238948822,-0.06921415030956268
17.0,5372199453.551912,0.127831691395899,-0.565946838268871,0.10790033638477325,-0.06854530423879623
17.0,5372349726.775956,0.1282073484282705,-0.571057577922323,0.10786466300487518,-0.06929890811443329
17.0,5372500000.0,0.13082049332659468,-0.5625406427381883,0.11066142469644547,-0.0697714164853096
17.0,5372650273.224044,0.12954605647504505,-0.5580144179192436,0.10989497601985931,-0.06859500706195831
17.0,5372800546.448088,0.1300697514286683,-0.5573596803535275,0.11038430035114288,-0.06880004703998566
17.0,5372950819.672132,0.12775911265615597,-0.5492849060322439,0.10896550118923187,-0.06670015305280685
17.0,5373101092.896174,0.12872954408836,-0.5730900212535713,0.10816235840320587,-0.06980114430189133
17.0,5373251366.120218,0.13043428186206724,-0.562278341103153,0.11035297065973282,-0.069536492228508
17.0,5373401639.344262,0.13151465441074603,-0.5611307421338155,0.11134739965200424,-0.06998471915721893
17.0,5373551912.568306,0.13084806463110202,-0.5555179214826212,0.11117210239171982,-0.06900709867477417
17.0,5373702185.79235,0.1304597427871356,-0.569569937980071,0.10986445099115372,-0.07035301625728607
17.0,5373852459.016394,0.12933501698176889,-0.5701725859041432,0.10887522995471954,-0.06981211155653
17.0,5374002732.2404375,0.12865845866809592,-0.5613134773828831,0.10891667753458023,-0.06848471611738205
17.0,5374153005.46448,0.130458260170914,-0.5548513170727777,0.11088675260543823,-0.06872761994600296
17.0,5374303278.688524,0.12879838200374544,-0.5578562386951882,0.10927150398492813,-0.0681818276643753
17.0,5374453551.912568,0.12887077613326664,-0.5652188139760363,0.10882768779993057,-0.0690232664346695
17.0,5374603825.136612,0.12779085324280307,-0.5756264124315268,0.10719754546880722,-0.06956427544355392
17.0,5374754098.360656,0.13040876049455585,-0.5476947365933883,0.11133350431919098,-0.06790652126073837
17.0,5374904371.5847,0.13115020720724774,-0.5491512999935023,0.11186690628528595,-0.06845562160015106
17.0,5375054644.8087435,0.1284186572637462,-0.5654742397538787,0.10842831432819366,-0.06880880892276764
17.0,5375204918.032787,0.12974919651024805,-0.5573149899496,0.11011532694101334,-0.0686255693435669
17.0,5375355191.25683,0.13014917691339473,-0.5509750756980422,0.11088898032903671,-0.06813547015190125
17.0,5375505464.480874,0.13041035702070067,-0.5580726284392971,0.11062414944171906,-0.0690590962767601
17.0,5375655737.704918,0.12802820529838793,-0.572737409590063,0.10759754478931427,-0.0693829208612442
17.0,5375806010.928962,0.1284348177621916,-0.573162191886755,0.10790969431400299,-0.0696491226553917
17.0,5375956284.153006,0.13037547659768275,-0.5578284457269431,0.11061141639947891,-0.06901361793279648
17.0,5376106557.377049,0.13029483192367905,-0.5542769372085847,0.11078725010156631,-0.06857790052890778
17.0,5376256830.601093,0.12966113469826468,-0.5688822871779788,0.10923997312784195,-0.06984724849462509
17.0,5376407103.825136,0.1301528962404453,-0.5481546048499693,0.11108388751745224,-0.06782437860965729
17.0,5376557377.04918,0.12845346206865293,-0.5619933475622588,0.10869662463665009,-0.06844951212406158
17.0,5376707650.273224,0.1283088150795663,-0.5591162494584081,0.10877048969268799,-0.0680597722530365
17.0,5376857923.497268,0.13112638755155853,-0.5473635320277166,0.11196877062320709,-0.0682431235909462
17.0,5377008196.721312,0.12960986200844193,-0.576384592625687,0.10866989940404892,-0.07063688337802887
17.0,5377158469.945355,0.12953022296147465,-0.5654818418517338,0.10936632007360458,-0.06940523535013199
17.0,5377308743.169399,0.12857237220491005,-0.546381029110986,0.1098535880446434,-0.06680601835250854
17.0,5377459016.393442,0.12918190753167672,-0.555221884710742,0.10977665334939957,-0.06809590011835098
17.0,5377609289.617486,0.1297991616056445,-0.557277048668703,0.11016033589839935,-0.06864781677722931
17.0,5377759562.84153,0.12871561561124206,-0.5632089946169734,0.10883499681949615,-0.06872156262397766
17.0,5377909836.065574,0.1300435352017975,-0.5688193676902015,0.10956655442714691,-0.07004635035991669
17.0,5378060109.289618,0.12931509613960102,-0.5609290083690859,0.1094990149140358,-0.06879214942455292
17.0,5378210382.513661,0.12987785384014985,-0.5594841312218906,0.11007525026798248,-0.06893254816532135
17.0,5378360655.737705,0.1289998191733288,-0.5589871186499441,0.10936510562896729,-0.068412184715271
17.0,5378510928.961749,0.13096196005141197,-0.5471731008066465,0.1118413433432579,-0.06813625246286392
17.0,5378661202.185792,0.12946386855098108,-0.5459497146440896,0.11064429581165314,-0.06722152233123779
17.0,5378811475.409836,0.12924646052431552,-0.5616094357037024,0.10939408838748932,-0.06883008778095245
17.0,5378961748.63388,0.12947785470912077,-0.552822594745745,0.11019158363342285,-0.06798771768808365
17.0,5379112021.8579235,0.12994373005610454,-0.5567698879433377,0.11031787097454071,-0.06866833567619324
17.0,5379262295.081967,0.129522047538397,-0.5433194362990921,0.11087052524089813,-0.06696034222841263
17.0,5379412568.306011,0.12890385381163483,-0.5610948051598778,0.10913942009210587,-0.06859147548675537
17.0,5379562841.530055,0.1287532940111257,-0.5569004202236861,0.10929834842681885,-0.06805352121591568
17.0,5379713114.754098,0.12926126734104265,-0.5651334097669326,0.10916335880756378,-0.06922309100627899
17.0,5379863387.978142,0.1291123808775703,-0.5565307815934434,0.10962839424610138,-0.06820280104875565
17.0,5380013661.202186,0.13092681988982702,-0.5384284008741373,0.11240272223949432,-0.06713762134313583
17.0,5380163934.4262295,0.13006393835766059,-0.5558686747768409,0.11048182100057602,-0.06863231956958771
17.0,5380314207.650273,0.12929666742487445,-0.5478811131893989,0.11037153005599976,-0.06734800338745117
17.0,5380464480.874317,0.12896759611214378,-0.5794268188298819,0.10791707038879395,-0.0706154853105545
17.0,5380614754.098361,0.12959591858803632,-0.5542883016837797,0.1101922020316124,-0.06821129471063614
17.0,5380765027.322404,0.13104846815022414,-0.5526495490348524,0.11154015362262726,-0.06879313290119171
17.0,5380915300.546448,0.12989319154111936,-0.5579554964693998,0.11019350588321686,-0.0687723234295845
17.0,5381065573.770492,0.12920986835183249,-0.5653483952474058,0.10910507291555405,-0.06921902298927307
17.0,5381215846.994535,0.13140029314356486,-0.5753083592009226,0.11024807393550873,-0.07149405032396317
17.0,5381366120.218579,0.12928224305907535,-0.5580408361785101,0.10966937243938446,-0.06845821440219879
17.0,5381516393.442623,0.13037928557607517,-0.5574554289264774,0.11064038425683975,-0.06897436827421188
17.0,5381666666.666667,0.12906398880086334,-0.5448750967123748,0.11037449538707733,-0.06689532101154327
17.0,5381816939.890711,0.13156454356724676,-0.5487065935017685,0.11225084960460663,-0.06862197816371918
17.0,5381967213.114754,0.12835927903723404,-0.5539421681009674,0.10916409641504288,-0.06752262264490128
17.0,5382117486.338798,0.12818854774682428,-0.5653781154241323,0.10824062675237656,-0.06867510825395584
17.0,5382267759.562841,0.1300459305327383,-0.5612174196205746,0.11009790003299713,-0.06921268999576569
17.0,5382418032.786885,0.13073406773210244,-0.5507628104046401,0.11140184104442596,-0.06841802597045898
17.0,5382568306.010929,0.1299665032278022,-0.5494101724613552,0.11083967983722687,-0.06786646693944931
17.0,5382718579.234973,0.12958015643584334,-0.5531303745410183,0.11025770008563995,-0.06807537376880646
17.0,5382868852.459017,0.1287173036927013,-0.56216838627673,0.10890787839889526,-0.06860917061567307
17.0,5383019125.68306,0.12912563931694418,-0.5673533370712857,0.10889504104852676,-0.0693923681974411
17.0,5383169398.907104,0.12915712979029745,-0.5432793314373199,0.1105608344078064,-0.06676725298166275
17.0,5383319672.131147,0.12907444302410107,-0.5502764380036782,0.1100204735994339,-0.06749597936868668
17.0,5383469945.355191,0.12900453074747845,-0.5654705662740457,0.10892324149608612,-0.0691223293542862
17.0,5383620218.579235,0.12904728156116635,-0.5629683268850062,0.10913201421499252,-0.0688723772764206
17.0,5383770491.803279,0.12770893342923229,-0.5517292631321337,0.10875940322875977,-0.06694000214338303
17.0,5383920765.027323,0.1296592908597291,-0.5518095683889538,0.11041490733623505,-0.06797116994857788
17.0,5384071038.251366,0.12879516794287432,-0.5680243795645361,0.10856987535953522,-0.06928764283657074
17.0,5384221311.4754095,0.12982023491085623,-0.5735022795989573,0.10904975980520248,-0.07043751329183578
17.0,5384371584.699453,0.1315823966561115,-0.5687511175475615,0.110867939889431,-0.07086767256259918
17.0,5384521857.923497,0.12967658123773987,-0.5569310366468504,0.11008002609014511,-0.068544901907444
17.0,5384672131.147541,0.12862727593237747,-0.5615085502663513,0.10887692123651505,-0.06848935782909393
17.0,5384822404.371585,0.1290273288594346,-0.5551281487439557,0.10965166985988617,-0.06800413876771927
17.0,5384972677.595629,0.1271089489774168,-0.558209421328232,0.10781443119049072,-0.06732557713985443
17.0,5385122950.819673,0.13049669521045107,-0.5467356947180179,0.1114736944437027,-0.0678454339504242
17.0,5385273224.0437155,0.12896023652368743,-0.5557380107043237,0.10955318063497543,-0.06803560256958008
17.0,5385423497.267759,0.12845612313690913,-0.5552721589716645,0.10915648937225342,-0.06771880388259888
17.0,5385573770.491803,0.1291350178649716,-0.5665575684707332,0.10895814001560211,-0.06931072473526001
17.0,5385724043.715847,0.12993689312808782,-0.5505746409420849,0.11073534190654755,-0.06797999888658524
17.0,5385874316.939891,0.1280398784274944,-0.5642212828745997,0.10819437354803085,-0.06847034394741058
17.0,5386024590.163935,0.1303854607839957,-0.5679490837875324,0.10991571843624115,-0.07013489305973053
17.0,5386174863.387979,0.12977549420255444,-0.5608272746570562,0.10989588499069214,-0.06902588903903961
17.0,5386325136.612021,0.1296324075267577,-0.5749066061268809,0.10879310220479965,-0.07048845291137695
17.0,5386475409.836065,0.1282561462145928,-0.5667527554434184,0.10820315033197403,-0.06886012852191925
17.0,5386625683.060109,0.1293822516842409,-0.5591963862280077,0.10967496782541275,-0.06863795220851898
17.0,5386775956.284153,0.13061599175499922,-0.5637527374956599,0.11040391772985458,-0.06979621946811676
