power,frequency,amplitude,phase,I,Q
17.0,5305000000.0,0.12931778554053083,-0.4890142681224461,0.11416126787662506,-0.060747794806957245
17.0,5305250000.0,0.12904322083533204,-0.4914557419590102,0.11377054452896118,-0.06089676544070244
17.0,5305500000.0,0.12924678415643354,-0.4830621806977108,0.11445794254541397,-0.06003424525260925
17.0,5305750000.0,0.1294082840851993,-0.48448888295883447,0.11451508849859238,-0.0602727010846138
17.0,5306000000.0,0.12919489754270916,-0.4938882258084826,0.11375562846660614,-0.061245232820510864
17.0,5306250000.0,0.12938997566150995,-0.4901320700979031,0.11415698379278183,-0.06090934947133064
17.0,5306500000.0,0.12928505695976014,-0.4855620564219566,0.1143413558602333,-0.06033805012702942
17.0,5306750000.0,0.12961776415169673,-0.48896771169113384,0.11442892253398895,-0.06088338419795036
17.0,5307000000.0,0.12929170114240296,-0.4898598330080656,0.11408684402704239,-0.060832031071186066
17.0,5307250000.0,0.12953777592680774,-0.48779250901950677,0.11442973464727402,-0.06071137636899948
17.0,5307500000.0,0.12891345082770253,-0.49159852071004045,0.1136474460363388,-0.06085175275802612
17.0,5307750000.0,0.12985110644687956,-0.4922728158568419,0.11443270742893219,-0.06137153506278992
17.0,5308000000.0,0.12968975633701413,-0.4862445950558457,0.1146579384803772,-0.06060519814491272
17.0,5308250000.0,0.12973839326965184,-0.4866855025395565,0.11467419564723969,-0.06067849323153496
17.0,5308500000.0,0.1288784362513771,-0.49458985743573264,0.1134340912103653,-0.06117481738328934
17.0,5308750000.0,0.12961143401200892,-0.4924897939887313,0.11420819908380508,-0.061283040791749954
17.0,5309000000.0,0.1294219503555348,-0.48828241268872163,0.11429768800735474,-0.06071309372782707
17.0,5309250000.0,0.1295272003612594,-0.49141339199839196,0.11419983208179474,-0.061120323836803436
17.0,5309500000.0,0.12890428790153657,-0.49181971332242697,0.1136259064078331,-0.06087256222963333
17.0,5309750000.0,0.12917785463783024,-0.4870441678506541,0.1141570657491684,-0.06045727804303169
17.0,5310000000.0,0.1290747686612529,-0.48845520561161165,0.11398061364889145,-0.060569923371076584
17.0,5310250000.0,0.1296560268283463,-0.4880593973281779,0.11451797187328339,-0.06079736351966858
17.0,5310500000.0,0.1292799369086129,-0.4901206366223992,0.11406059563159943,-0.06085624545812607
17.0,5310750000.0,0.12965621496438615,-0.4890231318812075,0.11445949226617813,-0.06090778857469559
17.0,5311000000.0,0.12914693709550512,-0.49457016243279506,0.11367162317037582,-0.06130002811551094
17.0,5311250000.0,0.12967767379231457,-0.497067296537875,0.11398470401763916,-0.06183677166700363
17.0,5311500000.0,0.12953785772905374,-0.4922973585102659,0.11415515094995499,-0.06122628599405289
17.0,5311750000.0,0.12926021434670995,-0.49443522793996947,0.11377960443496704,-0.06133844330906868
17.0,5312000000.0,0.12842796611692944,-0.4931835296245943,0.11312322318553925,-0.06080196425318718
17.0,5312250000.0,0.12908518448280867,-0.49738286376052127,0.113444484770298,-0.0615900456905365
17.0,5312500000.0,0.12914834399405423,-0.500857023877208,0.11328522861003876,-0.062014125287532806
17.0,5312750000.0,0.12869311578386372,-0.4957068258442517,0.11320267617702484,-0.061213333159685135
17.0,5313000000.0,0.12995949450919103,-0.49442354873508426,0.1143958568572998,-0.061668939888477325
17.0,5313250000.0,0.12936929621105125,-0.4987664837895883,0.11360865831375122,-0.061882853507995605
17.0,5313500000.0,0.12857116828135692,-0.49643860439430215,0.11305062472820282,-0.06123807281255722
