frequency,frequency,amplitude,phase,I,Q
5211000000.0,5349250000.0,0.12414761916073888,-0.6469479049197435,0.09906075894832611,-0.07483045756816864
5211000000.0,5349500000.0,0.12004486061809638,-0.8277204694274913,0.08121708780527115,-0.0883999615907669
5211000000.0,5349750000.0,0.12094130238467654,-0.9871583728667238,0.06664631515741348,-0.10092109441757202
5211000000.0,5350000000.0,0.12095499067097573,-0.9453817714824712,0.07081109285354614,-0.09806068986654282
5211000000.0,5350250000.0,0.12272159767744041,-0.7434915940558287,0.09033656120300293,-0.08306561410427094
5211000000.0,5350500000.0,0.1274571502397123,-0.590590616911957,0.1058674305677414,-0.07097472995519638
5211000000.0,5350750000.0,0.12890028588389252,-0.567826775376885,0.10867218673229218,-0.06932272017002106
5211000000.0,5351000000.0,0.12930873834260467,-0.5444934357452209,0.11060937494039536,-0.06697996705770493
5211000000.0,5351250000.0,0.1299330680475089,-0.5453478182910457,0.11108587682247162,-0.06739829480648041
5211000000.0,5351500000.0,0.128144643632011,-0.5384256051788721,0.11001436412334442,-0.06571064889431
5211000000.0,5351750000.0,0.1283759517333986,-0.543478382267825,0.10987892001867294,-0.06638529896736145
5211000000.0,5352000000.0,0.12973402863903694,-0.5541955931219678,0.1103159636259079,-0.06827376037836075
5211000000.0,5352250000.0,0.12954963341843365,-0.547136801441903,0.11063766479492188,-0.06739743798971176
5211000000.0,5352500000.0,0.13059906945331254,-0.5393358682121341,0.11206052452325821,-0.06707127392292023
5211000000.0,5352750000.0,0.13044651055135942,-0.5503884602931235,0.11118235439062119,-0.0682259202003479
5211000000.0,5353000000.0,0.12910262214082283,-0.5468016622009741,0.1102784126996994,-0.06712792813777924
5211000000.0,5353250000.0,0.12769983802465104,-0.5329488143018802,0.1099894791841507,-0.06488114595413208
5211000000.0,5353500000.0,0.12850192209099287,-0.5307622236711586,0.11082281917333603,-0.06504649668931961
5211000000.0,5353750000.0,0.12916046954470123,-0.5647574417823155,0.1091042309999466,-0.06912809610366821
5211000000.0,5354000000.0,0.12794068694206945,-0.5667492537645348,0.10793725401163101,-0.06869038194417953
5211000000.0,5354250000.0,0.1286514447548444,-0.5685919907652127,0.10840941965579987,-0.06927186995744705
5211000000.0,5354500000.0,0.1270459196499706,-0.5478463968956573,0.10845252126455307,-0.06617186963558197
5211000000.0,5354750000.0,0.1272641111563861,-0.550747129526317,0.10844604671001434,-0.06660036742687225
5211000000.0,5355000000.0,0.12812518345796076,-0.5433223905860983,0.1096746176481247,-0.06623851507902145
5211000000.0,5355250000.0,0.12920858098778762,-0.5576542577955327,0.10963332653045654,-0.06837683171033859
5211000000.0,5355500000.0,0.12879046479211076,-0.5512431940631629,0.10971325635910034,-0.06745357811450958
