power,frequency,amplitude,phase,I,Q
10.0,5305000000.0,0.1309634083795921,-0.40527951412898067,0.12035435438156128,-0.051635682582855225
10.0,5305250000.0,0.13102119327271755,-0.41067698387332346,0.1201268807053566,-0.0523076057434082
10.0,5305500000.0,0.13094215362232967,-0.4033404955673042,0.1204347014427185,-0.05139387398958206
10.0,5305750000.0,0.1308832558002321,-0.40761579863388364,0.1201598048210144,-0.05188494920730591
10.0,5306000000.0,0.1311120284568821,-0.40419741460467346,0.12054680287837982,-0.051563866436481476
10.0,5306250000.0,0.1309000945032628,-0.40416946349746674,0.12035338580608368,-0.05147715285420418
10.0,5306500000.0,0.1312104681023793,-0.40480248541598873,0.12060606479644775,-0.05167556554079056
10.0,5306750000.0,0.130481544606571,-0.4014033700780432,0.12011003494262695,-0.05098051577806473
10.0,5307000000.0,0.13050856834954297,-0.40356777823433815,0.12002426385879517,-0.05125097557902336
10.0,5307250000.0,0.13033083262084227,-0.4057920307588316,0.11974667012691498,-0.05144765228033066
10.0,5307500000.0,0.13131431451197328,-0.4015279627581125,0.12087021768093109,-0.05132094770669937
10.0,5307750000.0,0.13105479568440867,-0.4064617159897589,0.12037716805934906,-0.051814060658216476
10.0,5308000000.0,0.1308339157032825,-0.40470612023301633,0.12026491016149521,-0.05151567608118057
10.0,5308250000.0,0.13056573562106957,-0.40778401451151036,0.11985959112644196,-0.05177924036979675
10.0,5308500000.0,0.1308712465362518,-0.4069132846504103,0.12018519639968872,-0.05179576948285103
10.0,5308750000.0,0.13075403968577537,-0.40736358355586205,0.12005424499511719,-0.05180344730615616
10.0,5309000000.0,0.13097418897830093,-0.4062620479871334,0.12031346559524536,-0.05175817012786865
10.0,5309250000.0,0.13020671010422705,-0.4128210133891539,0.11926839500665665,-0.05223827436566353
10.0,5309500000.0,0.13041802162675076,-0.4086313526058844,0.11968012154102325,-0.05182208865880966
10.0,5309750000.0,0.1304501743735905,-0.41433256731013385,0.11941216140985489,-0.05251650884747505
